# file...... outputFiles/load:voltage_A.csv
# date...... Mon Apr  4 09:07:19 2016
# user...... mlunacek
# host...... (null)
# group..... class=load
# property.. measured_voltage_A
# limit..... 0
# interval.. 60
# timestamp,load_1,load_8,load_4,load_5,load_6,load_0,load_7,load_9,load_3,load_2
2013-07-01 04:00:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:01:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:02:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:03:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:04:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:05:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:06:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:07:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:08:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:09:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:10:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:11:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:12:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:13:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:14:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:15:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:16:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:17:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:18:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:19:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:20:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:21:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:22:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
2013-07-01 04:23:00 UTC,+0+0d,+2428.9-3.02353d,+275.831-2.9244d,+0+0d,+0+0d,+2347.6-5.02319d,+2362.08-5.08438d,+2362.08-5.08438d,+2343.99-5.22752d,+2362.07-5.08397d
